goodreads_book_id,tag_id,count
77156,934,33
77156,1239,10
77156,1487,8
77156,1501,111
77156,1502,62
77156,1657,15
77156,1773,93
77156,1961,11
77156,2059,29
77156,2081,22
77156,2146,19
77156,2306,15
77156,2660,27
77160,14,14
77160,41,36
77160,50,44
77160,52,454
77160,53,93
77160,90,20
77160,179,52
77160,182,29
77160,223,17
77160,267,101
77160,512,15
77160,526,17
77160,544,9
77160,626,11
77160,749,13
77160,840,28
77160,945,1732
77160,974,17
77160,1225,21
77160,1239,641
77160,1392,50
77160,1586,10
77160,1773,57
77160,1815,13
77160,2160,16
77160,2231,10
77160,2232,10
77160,2348,16
77160,2488,16
77160,2715,252
77161,50,19
77161,52,265
77161,53,38
77161,90,7
77161,179,34
77161,182,7
77161,223,10
77161,267,35
77161,526,12
77161,544,6
77161,626,7
77161,749,9
77161,840,13
77161,945,980
77161,1101,6
77161,1225,10
77161,1239,326
77161,1330,6
77161,1392,32
77161,1502,7
77161,1773,42
77161,1815,11
77161,2125,9
77161,2160,15
77161,2231,9
77161,2232,7
77161,2348,7
77161,2430,5
77161,2488,10
77161,2715,126
77163,14,16
77163,50,73
77163,52,228
77163,223,66
77163,512,11
77163,544,38
77163,626,5
77163,709,7
77163,749,13
77163,1101,19
77163,1239,529
77163,1253,83
77163,1398,6
77163,1501,46
77163,1502,38
77163,1657,9
77163,1728,7
77163,1773,54
77163,2692,6
77163,2700,61
77163,2706,7
77163,2707,17
77163,2710,79
77203,10,111
77203,14,141
77203,50,1467
77203,52,11711
77203,223,429
77203,233,124
77203,467,1156
77203,512,338
77203,544,1840
77203,626,349
77203,749,619
77203,934,173
77203,1054,384
77203,1225,157
77203,1239,4741
77203,1378,124
77203,1501,593
77203,1502,778
77203,1657,330
77203,1682,110
77203,1761,184
77203,1773,1582
77203,1935,104
77203,2059,315
77203,2715,203
77262,14,8
77262,50,75
77262,52,227
77262,96,29
77262,121,13
77262,353,16
77262,437,8
77262,467,11
77262,544,151
77262,749,11
77262,835,10
77262,836,6
77262,934,9
77262,945,9
77262,1225,13
77262,1239,6
77262,1501,78
77262,1502,47
77262,1657,20
77262,1718,43
77262,1721,8
77262,1773,107
77262,2059,31
77262,2692,32
77270,8,57
77270,14,18
77270,41,23
77270,52,854
77270,53,250
77270,121,172
77270,267,37
77270,350,31
77270,441,1460
77270,467,2787
77270,829,24
77270,945,375
77270,1239,41
77270,1419,27
77270,1420,18
77270,1437,173
77270,1502,113
77270,1622,38
77270,1773,66
77270,2263,204
77270,2715,154
77270,2717,23
77276,14,14
77276,52,880
77276,53,34
77276,267,566
77276,441,581
77276,449,29
77276,467,134
77276,512,16
77276,526,426
77276,945,2128
77276,1007,16
77276,1419,16
77276,1432,30
77276,1437,80
77276,1502,23
77276,1622,52
77276,1773,13
77276,2231,59
77276,2232,22
77276,2348,39
77276,2413,13
77276,2488,17
77276,2527,62
77276,2715,1167
77276,2717,37
77281,50,6
77281,52,62
77281,121,5
77281,126,6
77281,171,10
77281,267,3
77281,397,12
77281,398,6
77281,441,23
77281,467,6
77281,505,58
77281,507,465
77281,510,49
77281,513,7
77281,945,6
77281,1067,34
77281,1149,131
77281,1225,3
77281,1279,367
77281,1281,50
77281,1437,5
77281,1542,3
77281,1761,8
77281,1764,3
77281,1887,3
77281,2166,5
77281,2218,3
77281,2717,2
77295,14,9
77295,50,6
77295,52,4
77295,214,48
77295,246,7
77295,353,6
77295,467,26
77295,544,6
77295,870,18
77295,871,15
77295,934,6
77295,966,4
77295,1164,7
77295,1350,14
77295,1369,5
77295,1502,5
77295,1555,9
77295,1592,65
77295,1675,5
77295,1761,96
77295,1764,45
77295,1872,8
77295,1880,9
77295,2209,14
77295,2263,5
77295,2692,6
77298,14,9
77298,50,11
77298,52,251
77298,353,10
77298,467,10
77298,512,5
77298,544,16
77298,626,5
77298,945,18
77298,1067,7
77298,1235,7
77298,1239,6
77298,1279,15
77298,1281,4
77298,1466,188
77298,1469,4
77298,1501,24
77298,1502,35
77298,1592,5
77298,1657,5
77298,1714,7
77298,1773,57
77298,1774,7
77298,1875,8
77298,2125,4
77298,2334,5
77298,2340,48
77298,2700,9
77366,41,20
77366,52,150
77366,53,64
77366,223,15
77366,267,230
77366,441,90
77366,467,40
77366,512,29
77366,526,41
77366,746,72
77366,840,37
77366,924,13
77366,945,1069
77366,964,17
77366,966,11
77366,969,10
77366,1095,13
77366,1115,14
77366,1225,48
77366,1420,12
77366,1622,29
77366,1744,51
77366,2231,28
77366,2232,17
77366,2348,26
77366,2488,22
77366,2715,263
77366,2717,24
77368,10,7
77368,50,34
77368,52,249
77368,53,26
77368,121,18
77368,267,330
77368,441,47
77368,512,11
77368,526,40
77368,923,8
77368,924,1030
77368,945,1763
77368,1225,32
77368,1239,9
77368,1773,15
77368,1974,9
77368,2097,162
77368,2098,35
77368,2130,9
77368,2231,8
77368,2232,15
77368,2463,12
77368,2488,42
77368,2715,480
77378,8,3
77378,44,2
77378,50,4
77378,52,20
77378,53,8
77378,467,33
77378,544,4
77378,598,62
77378,689,464
77378,754,2
77378,1109,2
77378,1239,82
77378,1250,2
77378,1251,6
77378,1502,6
77378,1740,6
77378,1773,20
77378,1855,12
77378,1976,2
77378,2025,12
77378,2097,2
77378,2248,6
77378,2624,5
77378,2625,7
77390,52,1417
77390,267,467
77390,378,85
77390,437,42
77390,441,1910
77390,467,3564
77390,512,90
77390,934,50
77390,1054,53
77390,1239,878
77390,1419,90
77390,1420,57
77390,1432,31
77390,1437,167
77390,1502,90
77390,1622,105
77390,1773,140
77390,1817,30
77390,2059,48
77390,2488,58
77390,2715,1379
77390,2717,82
77391,52,699
77391,267,223
77391,378,43
77391,381,17
77391,437,20
77391,441,867
77391,467,1519
77391,934,30
77391,1054,14
77391,1239,412
77391,1419,32
77391,1420,28
77391,1437,94
77391,1502,45
77391,1622,31
77391,1773,61
77391,2059,16
77391,2488,43
77391,2715,642
77391,2717,40
77392,52,1145
77392,267,430
77392,378,55
77392,437,41
77392,441,1401
77392,467,2806
77392,512,78
77392,749,22
77392,934,30
77392,1054,31
77392,1239,693
77392,1419,65
77392,1420,37
77392,1432,23
77392,1437,130
77392,1502,72
77392,1622,73
77392,1773,112
77392,2059,38
77392,2488,55
77392,2715,1104
77392,2717,64
77394,52,821
77394,267,269
77394,378,37
77394,381,18
77394,437,23
77394,441,961
77394,467,1865
77394,512,20
77394,934,25
77394,1054,21
77394,1239,491
77394,1419,40
77394,1420,35
77394,1432,20
77394,1437,95
77394,1502,52
77394,1622,43
77394,1773,62
77394,2059,22
77394,2488,35
77394,2715,794
77394,2717,40
77395,52,578
77395,53,12
77395,267,193
77395,378,40
77395,381,13
77395,437,13
77395,441,634
77395,467,538
77395,512,16
77395,934,27
77395,1054,12
77395,1239,328
77395,1419,36
77395,1420,20
77395,1434,11
77395,1437,77
77395,1502,34
77395,1622,28
77395,1773,48
77395,2059,13
77395,2488,29
77395,2715,500
77395,2717,29
77398,50,52
77398,52,427
77398,142,27
77398,143,28
77398,437,14
77398,512,6
77398,544,34
77398,749,18
77398,934,8
77398,1239,273
77398,1501,24
77398,1502,15
77398,1555,10
77398,1773,25
77398,2081,7
77398,2146,4
77398,2335,76
77398,2692,10
77398,2693,6
77427,8,7
77427,41,17
77427,52,395
77427,53,94
77427,64,34
77427,223,43
77427,350,4
77427,467,16
77427,988,5
77427,1239,879
77427,1502,15
77427,1552,12
77427,1628,34
77427,1711,40
77427,1714,4
77427,1724,86
77427,1726,54
77427,1727,10
77427,1773,28
77427,2076,5
77427,2156,15
77427,2193,18
77427,2194,11
77430,8,23
77430,14,55
77430,41,48
77430,50,16
77430,52,404
77430,53,285
77430,64,55
77430,223,97
77430,467,143
77430,829,9
77430,1239,1930
77430,1501,13
77430,1502,57
77430,1552,37
77430,1628,99
77430,1711,62
77430,1724,145
77430,1726,69
77430,1727,15
77430,1773,89
77430,2076,13
77430,2156,30
77430,2193,33
77430,2194,25
77431,8,7
77431,41,17
77431,52,349
77431,53,74
77431,64,29
77431,221,4
77431,223,43
77431,467,11
77431,544,4
77431,1239,755
77431,1502,15
77431,1552,12
77431,1628,28
77431,1711,43
77431,1724,76
77431,1726,49
77431,1727,9
77431,1773,19
77431,2076,5
77431,2156,12
77431,2193,16
77431,2194,11
77449,14,13
77449,50,26
77449,52,292
77449,53,10
77449,223,7
77449,267,12
77449,829,6
77449,840,7
77449,945,88
77449,1237,11
77449,1239,1787
77449,1502,13
77449,1586,128
77449,1622,24
77449,1773,19
77449,1899,26
77449,2653,9
77477,14,19
77477,48,5
77477,50,48
77477,52,353
77477,353,3
77477,437,18
77477,544,74
77477,740,5
77477,749,8
77477,934,41
77477,1092,4
77477,1501,8
77477,1502,7
77477,1657,9
77477,1773,28
77477,2059,3
77477,2081,13
77477,2306,3
77477,2692,8
77477,2693,6
77504,14,11
77504,50,6
77504,52,322
77504,467,5
77504,499,5
77504,526,1802
77504,945,20
77504,1190,67
77504,1507,8
77504,1558,62
77504,1773,35
77504,1806,5
77504,1898,6
77504,1926,27
77504,2231,148
77504,2232,18
77504,2337,49
77504,2348,31
77504,2497,12
77505,14,16
77505,52,384
77505,53,12
77505,499,6
77505,526,2108
77505,836,6
77505,945,19
77505,1190,69
77505,1507,9
77505,1558,69
77505,1773,36
77505,1880,6
77505,1926,22
77505,2231,169
77505,2232,18
77505,2337,60
77505,2344,6
77505,2348,42
77505,2497,17
77507,14,91
77507,50,18
77507,52,708
77507,53,14
77507,457,23
77507,467,38
77507,526,4202
77507,945,50
77507,1190,136
77507,1558,112
77507,1731,46
77507,1773,62
77507,1926,41
77507,2231,272
77507,2232,35
77507,2337,136
77507,2348,60
77507,2497,18
77554,14,9
77554,50,47
77554,52,741
77554,96,8
77554,377,21
77554,378,76
77554,379,23
77554,381,35
77554,467,31
77554,544,52
77554,749,9
77554,934,12
77554,966,8
77554,1239,94
77554,1501,77
77554,1502,53
77554,1657,11
77554,1773,83
77554,2081,7
77554,2692,46
77565,14,26
77565,50,13
77565,52,574
77565,53,30
77565,81,15
77565,96,10
77565,175,17
77565,223,16
77565,457,39
77565,467,18
77565,526,4217
77565,689,17
77565,840,26
77565,945,274
77565,1007,27
77565,1190,10
77565,1269,45
77565,1502,13
77565,1507,11
77565,1773,63
77565,2231,272
77565,2232,30
77565,2337,230
77565,2348,60
77565,2527,66
77566,14,76
77566,50,42
77566,52,1184
77566,53,93
77566,81,34
77566,457,80
77566,467,93
77566,526,4736
77566,689,23
77566,772,22
77566,840,49
77566,945,802
77566,1007,37
77566,1269,102
77566,1502,23
77566,1773,88
77566,1806,23
77566,2231,480
77566,2232,55
77566,2337,449
77566,2348,119
77566,2453,130
77566,2527,133
77661,2,10
77661,14,20
77661,50,37
77661,52,451
77661,223,20
77661,267,10
77661,349,14
77661,350,24
77661,467,116
77661,544,9
77661,598,205
77661,689,1617
77661,1239,885
77661,1502,18
77661,1586,28
77661,1688,8
77661,1773,44
77661,1899,10
77661,2025,11
77661,2692,9
77699,14,5
77699,50,43
77699,52,206
77699,96,30
77699,97,7
77699,437,8
77699,467,27
77699,544,118
77699,749,10
77699,934,62
77699,1023,5
77699,1239,8
77699,1501,55
77699,1502,27
77699,1657,14
77699,1773,79
77699,2059,14
77699,2081,17
77699,2274,6
77699,2692,21
77711,14,35
77711,52,524
77711,53,27
77711,81,46
77711,175,10
77711,457,13
77711,526,3409
77711,840,14
77711,945,76
77711,1190,63
77711,1773,42
77711,2231,263
77711,2232,27
77711,2284,22
77711,2337,325
77711,2348,61
77711,2453,42
77727,52,234
77727,53,13
77727,121,12
77727,171,19
77727,231,11
77727,267,16
77727,397,22
77727,441,355
77727,467,93
77727,505,100
77727,507,1534
77727,510,139
77727,513,19
77727,945,21
77727,1062,9
77727,1067,81
77727,1149,550
77727,1279,574
77727,1281,125
77727,1419,9
77727,1437,70
77727,1542,22
77727,1880,19
77727,1887,17
77727,2218,14
77727,2715,37
77727,2717,10
77735,41,22
77735,50,10
77735,52,75
77735,53,5
77735,223,21
77735,526,787
77735,945,33
77735,964,13
77735,1068,5
77735,1069,7
77735,1263,13
77735,1627,4
77735,1628,179
77735,1726,6
77735,1773,8
77735,1806,9
77735,2231,99
77735,2232,10
77735,2278,4
77735,2337,141
77735,2348,7
77735,2692,5
77736,41,14
77736,50,9
77736,52,141
77736,53,17
77736,223,16
77736,526,1335
77736,945,18
77736,964,14
77736,1069,6
77736,1263,11
77736,1627,4
77736,1628,161
77736,1726,5
77736,1773,6
77736,1806,6
77736,2182,3
77736,2231,90
77736,2232,9
77736,2278,4
77736,2337,210
77736,2348,10
77736,2403,4
77738,14,3
77738,41,15
77738,50,5
77738,52,116
77738,53,20
77738,223,11
77738,457,4
77738,526,1117
77738,945,17
77738,964,11
77738,1069,4
77738,1263,18
77738,1627,4
77738,1628,145
77738,1726,5
77738,1773,5
77738,1806,10
77738,1926,4
77738,2231,73
77738,2232,8
77738,2278,4
77738,2337,183
77738,2348,4
77738,2403,4
77738,2483,4
77739,41,13
77739,50,6
77739,52,113
77739,53,17
77739,223,15
77739,526,1082
77739,945,18
77739,964,6
77739,988,4
77739,1069,4
77739,1263,14
77739,1627,4
77739,1628,134
77739,1726,5
77739,1773,5
77739,1806,4
77739,2025,4
77739,2231,72
77739,2232,6
77739,2278,4
77739,2326,4
77739,2337,170
77739,2348,3
77739,2403,4
77739,2483,4
77739,2692,6
77767,8,38
77767,52,942
77767,53,85
77767,96,76
77767,214,39
77767,267,253
77767,441,2996
77767,467,2115
77767,801,37
77767,934,88
77767,1239,549
77767,1419,174
77767,1420,99
77767,1432,57
77767,1437,600
77767,1502,49
77767,1592,160
77767,1622,205
77767,1761,149
77767,1764,69
77767,1773,33
77767,1892,43
77767,2059,37
77767,2660,49
77767,2715,663
77767,2717,113
77770,8,26
77770,52,434
77770,53,16
77770,96,18
77770,214,166
77770,267,145
77770,424,39
77770,441,1800
77770,467,812
77770,512,18
77770,934,37
77770,1239,984
77770,1419,88
77770,1420,55
77770,1432,25
77770,1437,204
77770,1502,21
77770,1592,98
77770,1622,81
77770,1744,50
77770,1761,85
77770,1764,44
77770,1773,16
77770,1892,31
77770,2715,357
77770,2717,50
77773,8,16
77773,14,48
77773,50,84
77773,52,690
77773,53,42
77773,90,31
77773,223,14
77773,457,14
77773,505,35
77773,526,2337
77773,544,15
77773,689,156
77773,945,387
77773,1067,64
77773,1239,628
77773,1279,315
77773,1281,72
77773,1773,42
77773,2231,228
77773,2232,42
77773,2348,78
77773,2527,803
77773,2528,56
77773,2624,65
77773,2710,16
77786,50,6
77786,52,137
77786,53,11
77786,223,12
77786,526,877
77786,945,38
77786,988,4
77786,1773,22
77786,1806,6
77786,1974,5
77786,2231,19
77786,2232,4
77786,2337,51
77786,2370,1438
77787,50,6
77787,52,157
77787,53,17
77787,81,4
77787,223,15
77787,526,660
77787,945,49
77787,988,4
77787,1502,5
77787,1773,21
77787,1806,4
77787,1974,4
77787,2231,21
77787,2232,4
77787,2337,57
77787,2348,4
77787,2370,486
77866,50,9
77866,52,292
77866,214,10
77866,223,8
77866,350,20
77866,467,14
77866,512,5
77866,544,36
77866,749,5
77866,867,4
77866,878,3
77866,1239,149
77866,1501,34
77866,1502,26
77866,1592,9
77866,1657,15
77866,1773,30
77866,2710,4
77995,8,27
77995,50,9
77995,52,139
77995,126,6
77995,467,350
77995,749,5
77995,878,6
77995,945,3
77995,1051,160
77995,1225,6
77995,1239,13
77995,1269,4
77995,1501,6
77995,1502,34
77995,1773,4
77995,1775,2
77995,2057,3
77995,2059,3
77995,2263,372
77995,2700,4
77995,2715,5
78039,52,376
78039,267,49
78039,424,96
78039,441,2164
78039,467,121
78039,544,15
78039,801,23
78039,934,39
78039,1067,33
78039,1279,81
78039,1413,14
78039,1419,81
78039,1420,56
78039,1432,31
78039,1434,17
78039,1437,381
78039,1622,93
78039,1773,28
78039,2059,118
78039,2715,120
78039,2717,40
78129,14,38
78129,41,350
78129,50,136
78129,52,1279
78129,53,120
78129,544,42
78129,598,917
78129,689,1795
78129,988,24
78129,1190,34
78129,1372,24
78129,1628,34
78129,1688,57
78129,1773,78
78129,2025,2123
78131,41,6
78131,50,27
78131,52,107
78131,53,4
78131,544,18
78131,598,67
78131,648,3
78131,689,297
78131,749,5
78131,1031,18
78131,1688,16
78131,1846,5
78131,2025,229
78131,2220,7
78131,2444,4
78250,14,12
78250,52,140
78250,96,8
78250,129,84
78250,214,20
78250,467,25
78250,526,18
78250,626,20
78250,754,34
78250,861,19
78250,862,6
78250,870,332
78250,874,13
78250,945,39
78250,1007,133
78250,1184,13
78250,1239,6
78250,1466,7
78250,1502,10
78250,1587,5
78250,1592,23
78250,1608,24
78250,1700,32
78250,1701,13
78250,1718,21
78250,1721,7
78250,1740,53
78250,1743,29
78250,1761,163
78250,1764,49
78250,1773,22
78250,1791,15
78250,1880,235
78250,2013,11
78250,2209,18
78250,2237,78
78250,2318,11
78250,2528,6
78250,2564,13
78408,10,5
78408,50,5
78408,52,199
78408,53,17
78408,214,65
78408,267,82
78408,424,5
78408,441,388
78408,505,15
78408,648,13
78408,689,84
78408,945,56
78408,1067,17
78408,1279,92
78408,1281,14
78408,1419,30
78408,1420,5
78408,1437,52
78408,1592,5
78408,1622,57
78408,1761,17
78408,1764,8
78408,1773,15
78408,2059,9
78408,2488,7
78408,2715,197
78408,2717,9
78411,14,42
78411,52,871
78411,53,129
78411,96,33
78411,267,312
78411,424,33
78411,441,1881
78411,467,141
78411,648,45
78411,689,289
78411,934,49
78411,945,553
78411,1145,48
78411,1279,105
78411,1419,57
78411,1420,38
78411,1437,234
78411,1622,586
78411,1773,58
78411,1817,55
78411,2715,531
78411,2717,29
78418,52,1325
78418,53,340
78418,267,460
78418,424,40
78418,441,3188
78418,467,50
78418,505,40
78418,544,47
78418,648,45
78418,689,579
78418,934,49
78418,945,825
78418,1067,43
78418,1145,66
78418,1279,252
78418,1281,54
78418,1419,165
78418,1420,74
78418,1432,42
78418,1437,420
78418,1622,510
78418,1773,120
78418,1817,63
78418,2059,66
78418,2488,45
78418,2715,1087
78418,2717,71
78427,50,50
78427,366,207
78427,449,77
78427,786,15
78427,790,25
78427,934,8
78427,999,221
78427,1237,13
78427,1340,11
78427,1350,17
78427,1352,8
78427,1675,14
78427,1761,306
78427,1764,123
78427,1872,95
78427,2209,235
78433,10,43
78433,14,113
78433,50,212
78433,52,2814
78433,377,34
78433,378,157
78433,379,37
78433,381,33
78433,467,274
78433,526,366
78433,544,457
78433,689,368
78433,749,39
78433,934,35
78433,945,83
78433,966,68
78433,969,43
78433,1239,993
78433,1501,378
78433,1502,261
78433,1657,52
78433,1773,260
78433,2692,146
78508,14,20
78508,50,20
78508,53,212
78508,96,96
78508,214,568
78508,526,8
78508,907,70
78508,1237,14
78508,1239,1034
78508,1466,17
78508,1592,24
78508,1715,8
78508,1721,22
78508,1761,754
78508,1764,314
78508,1926,22
78508,2440,45
78508,2528,141
78508,2570,7
78508,2607,24
78629,50,3
78629,52,2
78629,140,4
78629,214,235
78629,223,4
78629,269,3
78629,449,254
78629,454,13
78629,467,5
78629,516,4
78629,694,4
78629,870,22
78629,926,18
78629,1007,60
78629,1237,23
78629,1239,43
78629,1350,9
78629,1592,22
78629,1641,8
78629,1642,23
78629,1761,100
78629,1764,34
78629,1867,8
78629,1880,4
78629,1926,2
78629,2501,2
78629,2510,25
78629,2570,3
78674,50,33
78674,52,365
78674,97,4
78674,437,4
78674,449,247
78674,544,36
78674,585,6
78674,870,17
78674,926,9
78674,934,4
78674,962,3
78674,1007,22
78674,1206,4
78674,1279,6
78674,1350,33
78674,1497,3
78674,1502,3
78674,1657,6
78674,1773,21
78674,1935,4
78674,2059,12
78674,2306,13
78674,2335,13
78674,2692,3
78728,10,4
78728,50,5
78728,52,319
78728,353,4
78728,467,30
78728,516,4
78728,544,38
78728,639,21
78728,777,10
78728,878,16
78728,1051,38
78728,1239,5
78728,1501,21
78728,1502,58
78728,1593,4
78728,1714,5
78728,1773,102
78728,1774,4
78728,1880,41
78728,2081,4
78728,2125,12
78876,50,39
78876,52,544
78876,53,24
78876,350,11
78876,505,182
78876,507,50
78876,526,155
78876,689,29
78876,945,3245
78876,1067,93
78876,1095,14
78876,1225,30
78876,1279,583
78876,1281,324
78876,1307,13
78876,1773,55
78876,1806,28
78876,1850,19
78876,2166,96
78876,2231,34
78876,2232,23
78876,2348,18
78876,2451,93
78876,2715,15
78950,2,15
78950,8,53
78950,14,15
78950,50,36
78950,52,751
78950,96,66
78950,267,112
78950,441,796
78950,449,12
78950,467,2305
78950,479,141
78950,512,19
78950,749,21
78950,934,15
78950,1239,322
78950,1419,37
78950,1420,13
78950,1437,60
78950,1502,88
78950,1622,21
78950,1773,79
78950,2059,17
78950,2715,287
78950,2717,19
78960,2,7
78960,8,33
78960,50,13
78960,52,183
78960,96,39
78960,267,36
78960,353,5
78960,441,236
78960,467,901
78960,480,5
78960,481,5
78960,512,7
78960,749,8
78960,934,17
78960,1095,5
78960,1239,123
78960,1419,6
78960,1437,8
78960,1501,5
78960,1502,13
78960,1714,5
78960,1773,29
78960,2624,6
78960,2692,16
78960,2715,78
78960,2717,6
78970,41,10
78970,50,7
78970,52,189
78970,53,15
78970,156,24
78970,491,2
78970,544,6
78970,598,16
78970,689,56
78970,749,16
78970,867,13
78970,1239,18
78970,1359,2
78970,1773,26
78970,1926,5
78970,1927,5
78970,1935,6
78970,2025,135
78970,2349,12
78971,41,3
78971,50,9
78971,52,211
78971,53,8
78971,156,15
78971,171,23
78971,544,6
78971,598,37
78971,689,113
78971,749,9
78971,1239,7
78971,1688,2
78971,1773,22
78971,2025,149
78971,2509,4
78972,14,2
78972,41,3
78972,50,2
78972,52,187
78972,53,2
78972,156,13
78972,366,4
78972,544,12
78972,689,13
78972,749,21
78972,840,2
78972,867,2
78972,1239,18
78972,1401,5
78972,1497,2
78972,1501,3
78972,1773,20
78972,1934,2
78972,1935,5
78972,2025,68
78972,2028,2
78972,2112,4
78972,2700,3
78976,14,2
78976,50,5
78976,52,154
78976,126,11
78976,156,7
78976,350,2
78976,544,3
78976,598,8
78976,689,30
78976,749,11
78976,829,2
78976,872,2
78976,1502,2
78976,1657,4
78976,1773,9
78976,1934,2
78976,1935,5
78976,2025,55
78976,2263,126
78982,41,5
78982,50,10
78982,52,390
78982,53,8
78982,156,33
78982,467,7
78982,544,30
78982,598,51
78982,689,75
78982,749,19
78982,1095,4
78982,1239,4
78982,1279,5
78982,1281,4
78982,1657,8
78982,1773,38
78982,1935,11
78982,2025,171
78982,2263,9
78983,50,41
78983,52,840
78983,156,32
78983,223,9
78983,467,62
78983,544,51
78983,598,10
78983,689,59
78983,749,96
78983,840,12
78983,934,49
78983,1239,345
78983,1502,12
78983,1657,9
78983,1773,82
78983,1926,24
78983,1935,25
78983,2025,195
78983,2081,7
78983,2102,12
78983,2154,20
78985,50,5
78985,52,201
78985,156,24
78985,223,3
78985,357,3
78985,467,2
78985,544,12
78985,689,14
78985,749,24
78985,829,3
78985,934,10
78985,1239,24
78985,1761,2
78985,1773,22
78985,1926,16
78985,1934,3
78985,1935,3
78985,2025,72
78985,2274,2
78987,41,3
78987,50,8
78987,52,348
78987,156,25
78987,544,21
78987,598,3
78987,689,20
78987,749,41
78987,829,6
78987,934,14
78987,979,3
78987,1239,71
78987,1497,6
78987,1657,6
78987,1773,38
78987,1821,3
78987,1926,20
78987,1927,8
78987,1934,3
78987,1935,15
78987,2025,103
78987,2154,7
78989,14,2
78989,41,10
78989,50,9
78989,52,230
78989,53,4
78989,156,17
78989,467,3
78989,544,5
78989,598,18
78989,689,45
78989,749,14
78989,1095,2
78989,1239,21
78989,1773,28
78989,1926,18
78989,1927,6
78989,1935,12
78989,2025,57
78989,2349,2
79006,41,9
79006,50,3
79006,52,234
79006,53,4
79006,156,22
79006,544,7
79006,598,17
79006,689,28
79006,749,11
79006,867,3
79006,1239,13
79006,1657,3
79006,1773,19
79006,1926,10
79006,1935,5
79006,2025,121
79006,2349,4
79016,30,2
79016,50,4
79016,52,130
79016,156,18
79016,467,2
79016,544,6
79016,598,4
79016,689,14
79016,749,19
79016,945,2
79016,1239,32
79016,1502,5
79016,1657,5
79016,1773,13
79016,1821,2
79016,1926,41
79016,1927,3
79016,1935,6
79016,2025,63
79016,2059,2
79121,2,4
79121,8,26
79121,52,140
79121,53,5
79121,350,25
79121,353,5
79121,441,331
79121,467,488
79121,480,6
79121,622,4
79121,829,19
79121,924,70
79121,945,95
79121,1239,4
79121,1350,4
79121,1377,33
79121,1419,4
79121,1437,25
79121,1502,28
79121,1773,5
79121,1887,27
79121,2263,214
79121,2463,6
79121,2624,4
79121,2715,7
79257,14,2
79257,50,4
79257,52,65
79257,212,3
79257,214,89
79257,259,2
79257,467,3
79257,505,21
79257,526,213
79257,733,3
79257,945,35
79257,1067,5
79257,1239,5
79257,1279,78
79257,1281,29
79257,1761,163
79257,1764,57
79257,1773,6
79257,2231,18
79257,2527,2
79378,50,51
79378,52,319
79378,58,13
79378,598,315
79378,689,692
79378,988,14
79378,1435,16
79378,1688,56
79378,1740,26
79378,1773,11
79378,1918,26
79378,1979,17
79378,2025,496
79378,2116,14
79378,2444,8
79379,41,14
79379,50,48
79379,52,307
79379,58,17
79379,598,285
79379,689,684
79379,988,10
79379,1688,40
79379,1740,26
79379,1773,13
79379,1791,18
79379,1918,29
79379,1979,20
79379,2025,484
79379,2444,8
79379,2614,39
79421,214,159
79421,445,2
79421,449,281
79421,776,3
79421,870,40
79421,926,36
79421,1007,34
79421,1130,2
79421,1239,18
79421,1350,16
79421,1592,38
79421,1641,13
79421,1642,26
79421,1761,91
79421,1764,36
79421,1867,8
79421,2104,3
79421,2510,10
79421,2570,3
79422,41,8
79422,50,24
79422,52,178
79422,53,23
79422,137,25
79422,139,18
79422,507,1321
79422,508,12
79422,510,203
79422,513,22
79422,526,351
79422,689,6
79422,749,6
79422,772,157
79422,945,34
79422,966,12
79422,1085,7
79422,1089,9
79422,1149,1773
79422,1279,7
79422,1773,10
79422,1942,115
79422,2025,7
79422,2218,14
79422,2231,12
79422,2348,15
79422,2620,64
79426,41,12
79426,50,27
79426,52,177
79426,53,23
79426,137,26
79426,139,19
79426,507,665
79426,508,12
79426,510,199
79426,513,22
79426,526,360
79426,772,149
79426,945,26
79426,966,9
79426,1085,9
79426,1089,8
79426,1149,2008
79426,1269,6
79426,1279,8
79426,1773,6
79426,1942,118
79426,2025,6
79426,2218,16
79426,2231,14
79426,2348,14
79426,2620,61
79428,50,7
79428,52,15
79428,140,77
79428,408,6
79428,449,550
79428,467,157
79428,526,7
79428,626,32
79428,694,7
79428,790,30
79428,870,83
79428,871,41
79428,873,17
79428,926,63
79428,1007,248
79428,1239,7
79428,1502,11
79428,1740,7
79428,1761,313
79428,1764,55
79428,1880,454
79428,1926,10
79428,2316,6
79428,2322,8
79428,2479,6
79428,2510,247
79649,2,5
79649,8,41
79649,50,4
79649,52,8
79649,467,77
79649,505,5
79649,749,214
79649,1239,3
79649,1501,6
79649,1502,5
79649,1773,4
79649,1904,18
79649,2149,208
79649,2263,7
79649,2423,5
79649,2506,41
79649,2507,7
79649,2525,16
79649,2541,5
79705,41,6
79705,50,48
79705,52,413
79705,53,13
79705,137,15
79705,139,31
79705,164,6
79705,270,19
79705,449,908
79705,526,26
79705,544,6
79705,689,4
79705,749,4
79705,772,21
79705,822,16
79705,860,7
79705,870,31
79705,926,26
79705,934,5
79705,945,54
79705,1007,239
79705,1069,10
79705,1350,22
79705,1773,29
79705,1942,22
79705,1989,7
79705,2025,65
79705,2053,5
79705,2430,10
79705,2510,6
79790,14,9
79790,44,10
79790,50,32
79790,52,34
79790,214,252
79790,294,9
79790,505,18
79790,544,9
79790,871,90
79790,1067,44
