Her Fearful Symmetry                                          (p=0.1569)  [Fiction, Fantasy, Ghost, Contemporary, Adult]
Desolation Angels                                             (p=0.1408)  [Fiction, Beat, Literary Fiction, Classics, Novel]
The Doomsday Conspiracy                                       (p=0.1408)  [Thriller, Fiction, Mystery, Science Fiction, Novel]
You Will Know Me                                              (p=0.1408)  [Mystery, Thriller, Fiction, Adult, Contemporary]
Love and War (North and South, #2)                            (p=0.1408)  [Historical, Fiction, Civil, War, American]
Benediction (Plainsong, #3)                                   (p=0.1408)  [Fiction, Family, Literary, Contemporary, Adult]
American Gods (American Gods, #1)                             (p=0.1408)  [Fantasy, Fiction, Urban Fiction, Science Fiction, Mythology]
Cry, the Beloved Country                                      (p=0.1408)  [Classics, Fiction, Historical, Literary Fiction, African Literature]
Robinson Crusoe                                               (p=0.1408)  [Classics, Fiction, Adventure, Literary Fiction, Historical]
Ella Minnow Pea: A Novel in Letters                           (p=0.1408)  [Fiction, Humor, Epistolary, Adult, Young]
Practical Magic                                               (p=0.1408)  [Fantasy, Fiction, Witches, Paranormal, Adult]
Songs of the Humpback Whale                                   (p=0.1408)  [Fiction, Contemporary, Chick Lit, Adult, Drama]
The Dry Grass of August                                       (p=0.1408)  [Historical, Fiction, Southern, Adult, Family]
Alien                                                         (p=0.1408)  [Science Fiction, Horror, Fiction, Alien, Sf]
Sister of My Heart                                            (p=0.1408)  [Fiction, Contemporary, Novel, Indian, Adult]
Alexander and the Terrible, Horrible, No Good, Very Bad Day   (p=0.1408)  [Children, Picture, Kids, Fiction, Classics]
The Lace Reader (The Lace Reader, #1)                         (p=0.1408)  [Fiction, Mystery, Fantasy, Contemporary, Historical]
Song of Solomon                                               (p=0.1408)  [Fiction, Classics, African Literature, Historical, Novel]
Where We Belong                                               (p=0.1408)  [Chick Lit, Fiction, Contemporary, Adult, Chic]
The Great Book of Amber (The Chronicles of Amber, #1-10)      (p=0.1408)  [Fantasy, Science Fiction, Fiction, Epic, Sf]
The Postman Always Rings Twice                                (p=0.1408)  [Fiction, Classics, Mystery, Crime, Noir]
The Aeneid                                                    (p=0.1408)  [Classics, Poetry, Fiction, Mythology, Historical]
Bridget Jones: The Edge of Reason (Bridget Jones, #2)         (p=0.1408)  [Chick Lit, Fiction, Humor, Contemporary, Adult]
The Book of Speculation                                       (p=0.1408)  [Fiction, Fantasy, Historical, Mystery, Adult]
Olympos (Ilium, #2)                                           (p=0.1408)  [Science Fiction, Fiction, Fantasy, Sf, Mythology]
The Glass Palace                                              (p=0.1408)  [Historical, Fiction, Novel, Indian, Literary]
The Sword of Shannara (The Original Shannara Trilogy, #1)     (p=0.1408)  [Fantasy, Fiction, Epic, Science Fiction, High]
Czas pogardy (Saga o Wiedźminie, #4)                          (p=0.1407)  [Fiction, Fantasy, Polish, Adventure, High]
King Henry IV, Part 1 (Wars of the Roses, #2)                 (p=0.1407)  [Classics, Plays, Drama, Historical, Fiction]
Memories of Midnight                                          (p=0.1407)  [Fiction, Thriller, Mystery, Crime, Novel]
Sail                                                          (p=0.1407)  [Thriller, Mystery, Fiction, Crime, Adult]
Trainspotting                                                 (p=0.1407)  [Fiction, Contemporary, Novel, Classics, Drug]
Mr. Churchill's Secretary (Maggie Hope Mystery, #1)           (p=0.1407)  [Mystery, Historical, Fiction, Adult, Wwii]
God Bless You, Mr. Rosewater                                  (p=0.1407)  [Fiction, Classics, Science Fiction, Humor, Novel]
Alert (Michael Bennett, #8)                                   (p=0.1407)  [Thriller, Mystery, Crime, Fiction, Adult]
The Fall (The Strain Trilogy, #2)                             (p=0.1407)  [Horror, Vampires, Fiction, Science Fiction, Thriller]
The Moon and Sixpence                                         (p=0.1407)  [Classics, Fiction, Art, Literary Fiction, Novel]
Haunted                                                       (p=0.1407)  [Fiction, Horror, Short Stories, Contemporary, Adult]
How to Be Both                                                (p=0.1407)  [Fiction, Historical, Contemporary, Literary, Art]
The Fellowship of the Ring (The Lord of the Rings, #1)        (p=0.1407)  [Fantasy, Classics, Fiction, Adventure, Epic]
Perfume: The Story of a Murderer                              (p=0.1407)  [Fiction, Historical, Classics, Horror, German]
The Burden of Proof                                           (p=0.1407)  [Fiction, Mystery, Legal, Thriller, Crime]
Please Look After Mom                                         (p=0.1407)  [Fiction, Asian, Korean, Contemporary, Family]
The Prime of Miss Jean Brodie                                 (p=0.1407)  [Fiction, Classics, Historical, Novel, Literary]
How I Live Now                                                (p=0.1407)  [Young, Young Adult, Dystopian, Fiction, Science Fiction]
The Beach House                                               (p=0.1407)  [Chick Lit, Fiction, Beach, Chic, Contemporary]
Of Love and Shadows                                           (p=0.1407)  [Latin, Historical, Fantasy, Fiction, Spanish]
Sometimes a Great Notion                                      (p=0.1407)  [Fiction, Classics, Novel, Literary Fiction, Literary]
First Comes Love                                              (p=0.1407)  [Chick Lit, Fiction, Adult, Contemporary, Women]
Hard-Boiled Wonderland and the End of the World               (p=0.1407)  [Fiction, Fantasy, Japanese, Science Fiction, Novel]
The God of Small Things                                       (p=0.1407)  [Fiction, Contemporary, Novel, Historical, Literary]
A Short History of Tractors in Ukrainian                      (p=0.1407)  [Fiction, Contemporary, Novel, Humour, Humor]
A Clash of Kings  (A Song of Ice and Fire, #2)                (p=0.1407)  [Fantasy, Fiction, Epic, Adult, Science Fiction]
Hornet Flight                                                 (p=0.1407)  [Historical, Fiction, Thriller, War, Wwii]
Thanks for the Memories                                       (p=0.1407)  [Chick Lit, Fiction, Contemporary, Fantasy, Adult]
Jemima J                                                      (p=0.1407)  [Chick Lit, Chic, Adult, Fiction, Contemporary]
The Night Circus                                              (p=0.1407)  [Fantasy, Fiction, Historical, Adult, Young]
The Virgin Suicides                                           (p=0.1407)  [Fiction, Young, Adult, Literary, Classics]
The Portrait of a Lady                                        (p=0.1407)  [Classics, Fiction, Literary Fiction, American, 19Th]
The Bone Season (The Bone Season, #1)                         (p=0.1407)  [Fantasy, Dystopian, Science Fiction, Young, Fiction]
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny  (p=0.1407)  [Self, Spirituality, Fiction, Inspirational, Personal]
Don't Go                                                      (p=0.1407)  [Fiction, Mystery, Adult, Thriller, Chick Lit]
The 19th Wife                                                 (p=0.1407)  [Historical, Adult, Fiction, Novel, Mormon]
Texas                                                         (p=0.1407)  [Historical, Fiction, Novel, Western, Adult]
Specter of the Past (Star Wars: The Hand of Thrawn, #1)       (p=0.1407)  [Science Fiction, Star, Fiction, Space, Fantasy]
Descent                                                       (p=0.1407)  [Thriller, Fiction, Mystery, Adult, Abandoned]
On the Beach                                                  (p=0.1407)  [Science Fiction, Fiction, Post, Classics, Dystopian]
To Have and to Hold                                           (p=0.1407)  [Fiction, Chick Lit, Chic, Adult, Contemporary]
House of Sand and Fog                                         (p=0.1407)  [Fiction, Contemporary, Literary, Adult, Novel]
The Queen's Fool (The Plantagenet and Tudor Novels, #12)      (p=0.1407)  [Historical, Fiction, Tudor, Adult, Young Adult]
The Magic Mountain                                            (p=0.1407)  [Fiction, Classics, German, Literary Fiction, Novel]
The Dark Monk (The Hangman's Daughter, #2)                    (p=0.1407)  [Historical, Mystery, Fiction, Thriller, Crime]
The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)  (p=0.1407)  [Historical, Tudor, Young Adult, Fiction, Adult]
The Elephant Tree                                             (p=0.1407)  [Thriller, Mystery, Fiction, Crime, Contemporary]
Bloodline                                                     (p=0.1407)  [Fiction, Thriller, Mystery, Crime, Novel]
Where They Found Her                                          (p=0.1407)  [Mystery, Thriller, Fiction, Adult, Crime]
Night Mare (Xanth, #6)                                        (p=0.1407)  [Fantasy, Fiction, Xanth, Science Fiction, Humor]
The Alloy of Law (Mistborn, #4)                               (p=0.1407)  [Fantasy, Fiction, Steampunk, Science Fiction, Epic]
The Silver Star                                               (p=0.1407)  [Fiction, Historical, Adult, Coming, Contemporary]
Empire Falls                                                  (p=0.1407)  [Fiction, Contemporary, Novel, Literary, Adult]
On the Road                                                   (p=0.1407)  [Classics, Fiction, Travel, Literary Fiction, Novel]
The Bloodletter's Daughter: A Novel of Old Bohemia            (p=0.1407)  [Historical, Fiction, Mystery, Thriller, Adult]
Maybe in Another Life                                         (p=0.1407)  [Chick Lit, Fiction, Contemporary, Adult, New]
The Elegance of the Hedgehog                                  (p=0.1407)  [Fiction, Intellectual, Young, French, Relationship]
We Are Not Ourselves                                          (p=0.1406)  [Fiction, Historical, Contemporary, Literary, Family]
A Land More Kind Than Home                                    (p=0.1406)  [Fiction, Southern, Mystery, Contemporary, Literary]
Clara and Mr. Tiffany                                         (p=0.1406)  [Historical, Fiction, Art, Adult, Biography]
This is Where I Leave You                                     (p=0.1406)  [Fiction, Contemporary, Humor, Adult, Novel]
Life and Times of Michael K                                   (p=0.1406)  [Fiction, Novel, African Literature, Literary Fiction, Literary]
Shopaholic to the Stars (Shopaholic, #7)                      (p=0.1406)  [Chick Lit, Fiction, Contemporary, Adult, Humor]
Foundation and Chaos (Second Foundation Trilogy #2)           (p=0.1406)  [Science Fiction, Fiction, Sf, Fantasy, Space]
A Breath of Snow and Ashes (Outlander, #6)                    (p=0.1406)  [Historical, Adult, Fiction, Fantasy, Science Fiction]
I Never Promised You a Rose Garden                            (p=0.1406)  [Fiction, Psychology, Mental, Young, Classics]
Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)  (p=0.1406)  [Fiction, Chick Lit, Contemporary, Adult, Retelling]
Strange Highways                                              (p=0.1406)  [Horror, Thriller, Fiction, Short Stories, Mystery]
Wide Sargasso Sea                                             (p=0.1406)  [Fiction, Classics, Caribbean, Literary Fiction, Historical]
الجزار                                                        (p=0.1406)  [Novel, Horror, Arabic, Arab, Fiction]
Water for Elephants                                           (p=0.1406)  [Fiction, Historical, Contemporary, Adult, Circus]
Revolutionary Road                                            (p=0.1406)  [Fiction, Classics, Historical, Novel, American]
Pope Joan                                                     (p=0.1406)  [Historical, Fiction, Religion, Adult, Medieval]
Girl With Curious Hair                                        (p=0.1406)  [Fiction, Short Stories, Literary Fiction, Contemporary, Postmodern]
Trail of Broken Wings                                         (p=0.1406)  [Fiction, Contemporary, Historical, Adult, Novel]
Night of the Living Dummy (Goosebumps, #7)                    (p=0.1406)  [Children, Goosebumps, Fiction, Horror, Kids]
Hornet's Nest (Andy Brazil, #1)                               (p=0.1406)  [Mystery, Crime, Fiction, Thriller, Murder]
The True Story of the 3 Little Pigs                           (p=0.1406)  [Children, Picture, Kids, Fairy Tales, Humor]
The Accident                                                  (p=0.1406)  [Thriller, Mystery, Fiction, Crime, Adult]
The Mystery Knight (The Tales of Dunk and Egg, #3)            (p=0.1406)  [Fantasy, Fiction, Short Stories, Epic, Novella]
The Blood Mirror (Lightbringer, #4)                           (p=0.1406)  [Fantasy, Epic, Fiction, High, Adult]
Midnight Riot (Peter Grant, #1)                               (p=0.1406)  [Fantasy, Urban Fiction, Mystery, Fiction, Crime]
Memories of My Melancholy Whores                              (p=0.1406)  [Fiction, Latin, Novel, Literary Fiction, Classics]
All Fall Down                                                 (p=0.1406)  [Fiction, Chick Lit, Adult, Contemporary, Women]
The Dolphins of Pern (Pern, #13)                              (p=0.1406)  [Fantasy, Science Fiction, Dragon, Fiction, Sf]
Bad Monkey                                                    (p=0.1406)  [Fiction, Mystery, Humor, Crime, Adult]
Mutant Message Down Under                                     (p=0.1406)  [Fiction, Spirituality, Non, Travel, Memoir]
Another Piece of My Heart                                     (p=0.1406)  [Chick Lit, Fiction, Adult, Contemporary, Family]
Things Fall Apart (The African Trilogy, #1)                   (p=0.1406)  [Fiction, Classics, Historical, African Literature, Literary Fiction]
Trace (Kay Scarpetta, #13)                                    (p=0.1406)  [Thriller, Mystery, Forensic, Crime, Fiction]
Last Chance Saloon                                            (p=0.1406)  [Chick Lit, Fiction, Contemporary, Chic, Adult]
Perdido Street Station (Bas-Lag, #1)                          (p=0.1406)  [Fantasy, Science Fiction, Fiction, Steampunk, Urban Fiction]
Timeline                                                      (p=0.1406)  [Science Fiction, Fiction, Thriller, Historical, Time]
Daughter of Fortune                                           (p=0.1406)  [Historical, Fiction, Latin, Fantasy, Novel]
Promise Not to Tell                                           (p=0.1406)  [Mystery, Fiction, Thriller, Adult, Ghost]
Rachel's Holiday (Walsh Family, #2)                           (p=0.1406)  [Chick Lit, Fiction, Contemporary, Chic, Adult]
Olivia Joules and the Overactive Imagination                  (p=0.1406)  [Chick Lit, Fiction, Humor, Mystery, Contemporary]
Distant Shores                                                (p=0.1406)  [Fiction, Chick Lit, Contemporary, Adult, Women]
The Age of Miracles                                           (p=0.1406)  [Fiction, Science Fiction, Dystopian, Young, Young Adult]
On Beauty                                                     (p=0.1406)  [Fiction, Contemporary, Novel, Literary, Literary Fiction]
Crossed (Matched, #2)                                         (p=0.1406)  [Dystopian, Young, Young Adult, Science Fiction, Fiction]
Eight Hundred Grapes                                          (p=0.1406)  [Fiction, Chick Lit, Contemporary, Adult, Family]
The Engagements                                               (p=0.1406)  [Fiction, Historical, Chick Lit, Adult, Contemporary]
The Elves of Cintra (Genesis of Shannara, #2)                 (p=0.1406)  [Fantasy, Fiction, Science Fiction, Epic, Post]
The Woman in Cabin 10                                         (p=0.1406)  [Mystery, Thriller, Fiction, Adult, Crime]
The Maltese Falcon                                            (p=0.1406)  [Mystery, Classics, Fiction, Crime, Noir]
The Sword of Shannara Trilogy (Shannara, #1-3)                (p=0.1406)  [Fantasy, Fiction, Epic, Science Fiction, High]
The Orchardist                                                (p=0.1405)  [Historical, Fiction, Adult, Literary, Novel]
The View from Saturday                                        (p=0.1405)  [Children, Young, Fiction, Newbery, Realistic]
How to Stop Worrying and Start Living                         (p=0.1405)  [Self, Non, Personal, Psychology, Business]
The Good Neighbor                                             (p=0.1405)  [Mystery, Thriller, Fiction, Crime, Contemporary]
The Time Machine                                              (p=0.1405)  [Science Fiction, Classics, Fiction, Time, Fantasy]
Honolulu                                                      (p=0.1405)  [Historical, Fiction, Adult, Asian, Culture]
Passage to Dawn (Forgotten Realms: Legacy of the Drow, #4; Legend of Drizzt, #10)  (p=0.1405)  [Fantasy, Fiction, Epic, High, Dungeons]
The Leopard                                                   (p=0.1405)  [Fiction, Historical, Classics, Italian, Literary Fiction]
The Hound of the Baskervilles                                 (p=0.1405)  [Classics, Mystery, Fiction, Crime, Thriller]
Then We Came to the End                                       (p=0.1405)  [Fiction, Humor, Contemporary, Novel, Abandoned]
Something Blue (Darcy & Rachel, #2)                           (p=0.1405)  [Chick Lit, Fiction, Adult, Contemporary, Chic]
Babyville                                                     (p=0.1405)  [Chick Lit, Fiction, Chic, Contemporary, Adult]
Appointment in Samarra                                        (p=0.1405)  [Fiction, Classics, Novel, Literary Fiction, American]
The Twentieth Wife (Taj Mahal Trilogy, #1)                    (p=0.1405)  [Historical, Fiction, Vaginal, Indian, Adult]
La Carte et le territoire                                     (p=0.1405)  [Fiction, French, Novel, Contemporary, Literary Fiction]
The Human Stain (The American Trilogy, #3)                    (p=0.1405)  [Fiction, Contemporary, Novel, American, Literary]
The Invisible Man                                             (p=0.1405)  [Classics, Science Fiction, Fiction, Fantasy, Horror]
My Sweet Audrina (Audrina, #1)                                (p=0.1405)  [Fiction, Gothic, Mystery, Thriller, Adult]
Whitethorn Woods                                              (p=0.1405)  [Fiction, Chick Lit, Irish, Contemporary, Adult]
The Charterhouse of Parma                                     (p=0.1405)  [Classics, French, Fiction, Historical, Novel]
Bone Crossed (Mercy Thompson, #4)                             (p=0.1405)  [Urban Fiction, Fantasy, Paranormal, Vampires, Werewolves]
The Children's Book                                           (p=0.1405)  [Historical, Fiction, Literary, Novel, War]
A Civil Campaign (Vorkosigan Saga, #12)                       (p=0.1405)  [Science Fiction, Fiction, Space, Sf, Fantasy]
The Other Woman                                               (p=0.1405)  [Chick Lit, Fiction, Chic, Adult, Contemporary]
Mile 81                                                       (p=0.1405)  [Horror, Short Stories, Terror, Science Fiction, Fiction]
Seeing                                                        (p=0.1405)  [Fiction, Novel, Dystopian, Science Fiction, Literary]
While I Was Gone                                              (p=0.1405)  [Fiction, Contemporary, Chick Lit, Novel, Adult]
The Fountainhead                                              (p=0.1405)  [Fiction, Classics, Philosophy, Literary Fiction, Novel]
The History of Love                                           (p=0.1405)  [Fiction, Historical, Contemporary, Adult, Novel]
David Copperfield                                             (p=0.1405)  [Classics, Fiction, Literary Fiction, Historical, Novel]
The Skull Throne (Demon Cycle, #4)                            (p=0.1405)  [Fantasy, Epic, Fiction, High, Demon]
The Dogs of Babel                                             (p=0.1405)  [Fiction, Mystery, Contemporary, Anime, Adult]
Their Eyes Were Watching God                                  (p=0.1405)  [Classics, Fiction, Historical, African Literature, Literary Fiction]
The Stone Monkey (Lincoln Rhyme, #4)                          (p=0.1405)  [Mystery, Thriller, Crime, Fiction, Forensic]
The Pale King                                                 (p=0.1405)  [Fiction, Contemporary, Novel, Literary Fiction, Literary]
Jewel                                                         (p=0.1405)  [Fiction, Contemporary, Family, Historical, Southern]
Pines (Wayward Pines, #1)                                     (p=0.1405)  [Science Fiction, Thriller, Mystery, Horror, Fiction]
The Crystal Cave (Arthurian Saga, #1)                         (p=0.1405)  [Fantasy, Historical, Fiction, Arthurian, Mythology]
The Complete Maus (Maus, #1-2)                                (p=0.1405)  [Graphic Novels, Historical, Comic, Non-Fict, Holocaust]
Our Souls at Night                                            (p=0.1405)  [Fiction, Contemporary, Adult, Literary, Novel]
Half Asleep in Frog Pajamas                                   (p=0.1405)  [Fiction, Humor, Novel, Contemporary, Literary Fiction]
Cold Fire                                                     (p=0.1405)  [Horror, Thriller, Fiction, Mystery, Science Fiction]
Girl with a Pearl Earring                                     (p=0.1405)  [Historical, Fiction, Art, Classics, Adult]
We Need New Names                                             (p=0.1405)  [Fiction, African Literature, Contemporary, Literary, Adult]
Herzog                                                        (p=0.1405)  [Fiction, Classics, Novel, Literary Fiction, American]
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror  (p=0.1405)  [Classics, Horror, Fiction, Science Fiction, Gothic]
An Abundance of Katherines                                    (p=0.1405)  [Young, Young Adult, Contemporary, Fiction, Realistic]
Rosemary: The Hidden Kennedy Daughter                         (p=0.1405)  [Biography, Non, Historical, Non-Fict, Adult]
Leven Thumps and the Gateway to Foo (Leven Thumps, #1)        (p=0.1405)  [Fantasy, Young, Children, Fiction, Young Adult]
The Cherry Orchard                                            (p=0.1405)  [Plays, Classics, Russian, Drama, Fiction]
The Enchanted                                                 (p=0.1405)  [Fiction, Fantasy, Mystery, Adult, Literary]
Night Train to Lisbon                                         (p=0.1405)  [Fiction, Philosophy, Novel, German, Contemporary]
Girl in Hyacinth Blue                                         (p=0.1405)  [Historical, Fiction, Art, Short Stories, Adult]
O Pioneers!                                                   (p=0.1405)  [Fiction, Historical, Classics, American, Novel]
Petals on the Wind (Dollanganger, #2)                         (p=0.1405)  [Fiction, Horror, Young, Gothic, Thriller]
Memnoch the Devil (The Vampire Chronicles, #5)                (p=0.1405)  [Vampires, Horror, Fantasy, Fiction, Paranormal]
Whiteout                                                      (p=0.1405)  [Thriller, Fiction, Mystery, Crime, Contemporary]
A Spell for Chameleon (Xanth #1)                              (p=0.1405)  [Fantasy, Fiction, Humor, Xanth, Science Fiction]
Freedom                                                       (p=0.1405)  [Fiction, Contemporary, Novel, Literary, Literary Fiction]
Islands in the Stream                                         (p=0.1405)  [Fiction, Classics, Literary Fiction, American, Novel]
Ladder of Years                                               (p=0.1405)  [Fiction, Contemporary, Novel, Women, Literary]
The White Lioness (Kurt Wallander, #3)                        (p=0.1405)  [Mystery, Crime, Fiction, Scandinavian, Thriller]
The Last Original Wife                                        (p=0.1405)  [Fiction, Chick Lit, Southern, Contemporary, Adult]
The Chocolate War (Chocolate War, #1)                         (p=0.1404)  [Young, Young Adult, Fiction, Classics, Realistic]
A Modern Witch (A Modern Witch, #1)                           (p=0.1404)  [Fantasy, Paranormal, Witches, Urban Fiction, Fiction]
One Flew Over the Cuckoo's Nest                               (p=0.1404)  [Classics, Fiction, Psychology, Literary Fiction, Novel]
Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)  (p=0.1404)  [Fantasy, Fiction, Epic, High, Science Fiction]
A Wanted Man (Jack Reacher, #17)                              (p=0.1404)  [Thriller, Mystery, Crime, Fiction, Action]
Did You Ever Have a Family                                    (p=0.1404)  [Fiction, Contemporary, Literary, Adult, Family]
The Winter Sea (Slains, #1)                                   (p=0.1404)  [Historical, Fiction, Time, Fantasy, Adult]
No One Belongs Here More Than You                             (p=0.1404)  [Short Stories, Fiction, Contemporary, Adult, Literary]
The Trial                                                     (p=0.1404)  [Classics, Fiction, German, Literary Fiction, Novel]
The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)  (p=0.1404)  [Fantasy, Fiction, Epic, High, Science Fiction]
Morning, Noon & Night                                         (p=0.1404)  [Fiction, Thriller, Mystery, Novel, Crime]
Faithful                                                      (p=0.1404)  [Fiction, Contemporary, Adult, Fantasy, Literary]
A Mercy                                                       (p=0.1404)  [Fiction, Historical, African Literature, Novel, Adult]
Up Country                                                    (p=0.1404)  [Fiction, Thriller, Mystery, Historical, Military]
Chainfire (Sword of Truth, #9)                                (p=0.1404)  [Fantasy, Epic, Fiction, Science Fiction, High]
Killing Floor (Jack Reacher, #1)                              (p=0.1404)  [Thriller, Mystery, Fiction, Crime, Action]
Le bleu est une couleur chaude                                (p=0.1404)  [Graphic Novels, LGBTQ, Comic, Fiction, Queer]
Before the Fall                                               (p=0.1404)  [Fiction, Mystery, Thriller, Adult, Contemporary]
Shopaholic and Sister (Shopaholic, #4)                        (p=0.1404)  [Fiction, Chick Lit, Adult, Humor, Chic]
The Book of Strange New Things                                (p=0.1404)  [Science Fiction, Fiction, Contemporary, Alien, Adult]
Fifty Shades Freed (Fifty Shades, #3)                         (p=0.1404)  [Erotica, Fiction, Adult, Bdsm, Contemporary]
My Brother Sam Is Dead                                        (p=0.1404)  [Historical, Young, Children, Fiction, Young Adult]
The History of Tom Jones, a Foundling                         (p=0.1404)  [Classics, Fiction, Literary Fiction, 18Th, Novel]
Kraken                                                        (p=0.1404)  [Fantasy, Fiction, Science Fiction, Urban Fiction, Horror]
Something Wicked This Way Comes (Green Town, #2)              (p=0.1404)  [Horror, Fantasy, Science Fiction, Fiction, Classics]
The Next Big Thing                                            (p=0.1404)  [Chick Lit, Fiction, Chic, Adult, Contemporary]
The House at Riverton                                         (p=0.1404)  [Historical, Fiction, Mystery, Adult, Gothic]
To Sir Phillip, With Love (Bridgertons, #5)                   (p=0.1404)  [Historical, Regency, Romance, Adult, Fiction]
The Sea                                                       (p=0.1404)  [Fiction, Irish, Contemporary, Literary, Literary Fiction]
Dubliners                                                     (p=0.1404)  [Classics, Short Stories, Fiction, Irish, Literary Fiction]
The Lords of Discipline                                       (p=0.1404)  [Fiction, Southern, Historical, Contemporary, Novel]
Tinkers                                                       (p=0.1404)  [Fiction, Contemporary, Literary, Novel, Literary Fiction]
God Bless You, Dr. Kevorkian                                  (p=0.1404)  [Fiction, Short Stories, Humor, Science Fiction, Classics]
Blessings                                                     (p=0.1404)  [Fiction, Contemporary, Adult, Family, Novel]
The Stone Diaries                                             (p=0.1404)  [Fiction, Historical, Novel, Literary, Canadian]
The Fall of the House of Usher and Other Tales                (p=0.1404)  [Fiction, Short Stories, Classics, Gothic, Literary Fiction]
Lethal                                                        (p=0.1404)  [Thriller, Mystery, Fiction, Contemporary, Crime]
Q & A                                                         (p=0.1404)  [Fiction, Contemporary, Novel, Adult, Indian]
The Royal We                                                  (p=0.1404)  [Fiction, Chick Lit, Contemporary, Adult, Young Adult]
Second Chance                                                 (p=0.1404)  [Chick Lit, Fiction, Chic, Adult, Contemporary]
Hidden                                                        (p=0.1404)  [Fiction, Chick Lit, Contemporary, Adult, Drama]
American Psycho                                               (p=0.1404)  [Fiction, Horror, Classics, Thriller, Contemporary]
L'Écume des jours                                             (p=0.1404)  [French, Fiction, Classics, Novel, Fantasy]
Purple Hibiscus                                               (p=0.1404)  [Fiction, African Literature, Historical, Contemporary, Novel]
Never Let Me Go                                               (p=0.1404)  [Fiction, Science Fiction, Dystopian, Contemporary, Adult]
Icebound                                                      (p=0.1404)  [Horror, Thriller, Mystery, Fiction, Science Fiction]
The Constant Princess (The Plantagenet and Tudor Novels, #6)  (p=0.1404)  [Historical, Fiction, Tudor, Adult, Young Adult]
The Magician's Apprentice (Black Magician, #0.5)              (p=0.1404)  [Fantasy, Fiction, Young, High, Epic]
The Witness                                                   (p=0.1404)  [Thriller, Mystery, Fiction, Contemporary, Crime]
The Ghost Bride                                               (p=0.1404)  [Historical, Fantasy, Fiction, Paranormal, Ghost]
Mariel of Redwall (Redwall, #4)                               (p=0.1404)  [Fantasy, Children, Fiction, Young, Young Adult]
ماهی سیاه کوچولو                                              (p=0.1404)  [Children, Persian, Short Stories, Novel, Classics]
Written in My Own Heart's Blood (Outlander, #8)               (p=0.1404)  [Historical, Fiction, Time, Fantasy, Adult]
The Hundred-Foot Journey                                      (p=0.1404)  [Fiction, Food, Contemporary, Adult, Novel]
The Story of Edgar Sawtelle                                   (p=0.1404)  [Fiction, Adult, Contemporary, Anime, Novel]
Seventh Son (Tales of Alvin Maker, #1)                        (p=0.1404)  [Fantasy, Fiction, Science Fiction, Historical, Alternate]
The Declaration (The Declaration, #1)                         (p=0.1404)  [Dystopian, Young, Science Fiction, Young Adult, Fiction]
Women in Love (Brangwen Family, #2)                           (p=0.1404)  [Classics, Fiction, Literary Fiction, Novel, British]
Baudolino                                                     (p=0.1404)  [Historical, Fiction, Fantasy, Literary Fiction, Novel]
Congo                                                         (p=0.1404)  [Science Fiction, Fiction, Thriller, Adventure, Mystery]
South of Broad                                                (p=0.1404)  [Fiction, Southern, Contemporary, Historical, Adult]
The Racketeer                                                 (p=0.1404)  [Fiction, Mystery, Thriller, Legal, Crime]
The Haj                                                       (p=0.1404)  [Historical, Fiction, Novel, War, Jewish]
The Remains of the Day                                        (p=0.1404)  [Fiction, Historical, Classics, Novel, Literary]
The Krishna Key                                               (p=0.1404)  [Fiction, Indian, Thriller, Mythology, Historical]
Lila (Gilead, #3)                                             (p=0.1404)  [Fiction, Historical, Literary, Novel, Adult]
Life After God                                                (p=0.1404)  [Fiction, Short Stories, Contemporary, Literary Fiction, Novel]
Moonlight Mile (Kenzie & Gennaro,#6)                          (p=0.1404)  [Fiction, Mystery, Crime, Thriller, Noir]
The Thousand Orcs (Forgotten Realms: Hunter's Blades, #1; Legend of Drizzt, #14)  (p=0.1404)  [Fantasy, Fiction, Epic, High, Science Fiction]
Eragon (The Inheritance Cycle, #1)                            (p=0.1404)  [Fantasy, Young, Young Adult, Fiction, Dragon]
Hey Nostradamus!                                              (p=0.1404)  [Fiction, Contemporary, Novel, Literary, Canadian]
The Teeth of the Tiger (Jack Ryan Universe, #12)              (p=0.1404)  [Fiction, Thriller, Action, Military, Spy]
The Death Cure (Maze Runner, #3)                              (p=0.1404)  [Dystopian, Young, Science Fiction, Young Adult, Fiction]
Spying in High Heels (High Heels, #1)                         (p=0.1404)  [Mystery, Chick Lit, Cozy, Fiction, Humor]
Quicksilver (The Baroque Cycle, #1)                           (p=0.1404)  [Historical, Science Fiction, Fiction, Fantasy, Abandoned]
The Sky is Falling                                            (p=0.1404)  [Thriller, Fiction, Mystery, Novel, Crime]
New Spring (Wheel of Time, #0)                                (p=0.1404)  [Fantasy, Epic, Fiction, Science Fiction, High]
Sisters                                                       (p=0.1404)  [Fiction, Chick Lit, Adult, Contemporary, Steel]
Sula                                                          (p=0.1404)  [Fiction, Classics, African Literature, Historical, Novel]
